,Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
19,Belize,BLZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Bolivia,BOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Brazil,BRA,0.005371521999999999,0.0036624390000000004,0.002985704,0.000166377,0.000545481,0.001802374,0.001157306,0.000875482,2.0600000000000003e-05,1.4000000000000001e-05,7.02e-06,0.003015499,0.000385201,0.000646021,0.012016398999999999,0.0075708680000000006,0.0066067669999999995,0.008428432,0.022414358,0.007111085,0.00905381,0.010434677,0.009058033,0.009235361999999999,0.0066774930000000005,0.006441225,0.006243883,0.005303391,0.007175578,0.005384536999999999
22,Barbados,BRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Bhutan,BTN,0.008054066,0.009403847,0.231775039,0.13717723699999998,0.181104493,0.275096733,0.220191572,0.13631276,0.100094096,0.068989389,0.092335786,0.22484816100000002,0.14526037,0.107001388,0.11177317099999999,0.223519069,0.252965808,0.2810393,0.669176805,0.125883534,0.270239827,0.301648485,0.21942017800000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Botswana,BWA,0.37673773299999996,0.34795813299999995,0.33911351700000003,0.24096084199999998,0.250343875,0.324110871,0.23491621199999999,0.18590336600000001,0.169065852,0.103384344,0.141605853,0.253388687,0.17152832199999998,0.123347493,0.348542009,0.270780555,0.281419336,0.317716522,0.755471782,0.225355864,0.424236468,0.35851993600000004,0.48141179999999995,0.380390281,0.289933953,0.273924706,0.255633898,0.362810294,0.445826834,0.332180266
25,Central African Republic,CAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Canada,CAN,0.18012504899999998,0.181149648,0.138999096,0.11473610599999999,0.09531429400000001,0.16484467,0.171376253,0.155309469,0.11762591300000001,0.069200648,0.068104044,0.11238994599999999,0.08613854900000001,0.07053753900000001,0.14193641199999998,0.152678777,0.153698792,0.1101604,0.374914611,0.198467998,0.24700053100000002,0.311002066,0.163607129,0.104900639,0.079366324,0.066959111,0.080106895,0.090499148,0.085080099,0.061579746
27,Switzerland,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Chile,CHL,0.028030072000000003,0.022516736000000002,0.004465864,0.0,0.0,0.0012108610000000001,0.000120614,0.0,0.0,0.0,0.0,0.000374207,0.0,2.24e-07,0.003862075,0.003635523,0.003152567,0.002302078,0.016728079,0.003407138,0.007347395,0.008841736999999999,0.006155585999999999,0.018655109,0.02123839,0.013230887,0.011644126999999999,0.013612338,0.013885598999999998,0.010741101999999999
29,China,CHN,1.6922285819999998,1.332548206,0.681826305,0.13991552599999998,0.06279763599999999,0.415214375,0.12723052599999998,0.083409792,0.149197139,0.07009499599999999,0.145299039,0.755540632,0.212393816,0.17569039399999997,2.442334827,1.812570952,1.8004671840000002,2.056039885,4.952110594,1.713526225,2.744802374,3.5340459139999996,1.7825350930000001,1.081208082,0.7941040079999999,0.40693984299999997,0.413619945,0.539149611,0.5771171589999999,0.427944418
30,Cote d'Ivoire,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Cameroon,CMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Congo, Dem. Rep.",COD,0.02591306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,"Congo, Rep.",COG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Colombia,COL,0.234974123,0.20018079100000002,0.0909772,0.032396885,0.014478449,0.037862312,0.021388096000000002,0.016613058,0.017159287,0.0055011090000000006,0.005654291999999999,0.033793679,0.017923077,0.01223523,0.899113352,0.461125416,0.51043007,0.844270583,2.282326402,0.554695024,1.116906453,1.587720632,0.8936768279999999,0.621598849,0.49608062799999997,0.47482600700000005,0.587770039,0.7143896059999999,0.712420562,0.543751024
35,Comoros,COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Cabo Verde,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Costa Rica,CRI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,Cyprus,CYP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Czech Republic,CZE,1.3792228340000001,1.658396395,1.059243757,0.48942685399999997,0.27463238100000004,0.33864779700000003,0.280139219,0.252737779,0.230306856,0.10424521,0.203787317,0.445349152,0.22048249,0.167427142,0.653673362,0.540903303,0.5279637979999999,0.455412306,1.328638639,0.528595922,0.777441585,0.8922371570000001,0.446050665,0.183969336,0.14781227800000002,0.120276245,0.12155489900000001,0.137818193,0.130069147,0.09932466400000001
40,Germany,DEU,0.103669494,0.083791071,0.054365004,0.031281857,0.017204946999999998,0.023411599999999998,0.021278283999999998,0.018977225,0.017000653,0.00910564,0.015493686000000001,0.035453412999999996,0.020936113,0.015435147,0.069483462,0.060935240999999994,0.057419615,0.059207163,0.179434331,0.06553964799999999,0.102030235,0.11763972,0.056878298,0.024779671,0.019059198,0.014172971999999999,0.013788056000000002,0.017431883999999998,0.017585168,0.01341616
41,Djibouti,DJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Dominica,DMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Denmark,DNK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Dominican Republic,DOM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Algeria,DZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Ecuador,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"Egypt, Arab Rep.",EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025104099999999997,0.00044504300000000006,0.000251079,0.000283157,0.001281345,0.000620432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Spain,ESP,0.019175786,0.014756698,0.007950826999999999,0.001314184,0.001721021,0.006157556999999999,0.0037050679999999997,0.001925672,0.0023187620000000003,0.000229927,0.003780972,0.011971259,0.0038633409999999997,0.003102552,0.020669826999999998,0.012621018999999999,0.011673308,0.014514849,0.032326071,0.009708666999999999,0.016521156999999998,0.01592518,0.007663206999999999,0.002970767,0.002553208,0.001723757,0.001123465,0.001895622,0.001262945,0.00094375
49,Estonia,EST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Ethiopia,ETH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019021779999999998,0.007219576,0.005019091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Finland,FIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Fiji,FJI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,France,FRA,0.007476934,0.006474465,0.003848109,0.002065113,0.001072603,0.001477569,0.000794564,0.000348564,0.000329664,2.46e-05,0.000420285,0.000935286,0.000249087,0.00024818700000000003,0.000155987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Gabon,GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,United Kingdom,GBR,0.040245269,0.034091553,0.016666669,0.0028578790000000002,0.002618295,0.009310452,0.005971123,0.003249935,0.002524431,0.000261864,0.0031116190000000004,0.010925761,0.004238437,0.00375022,0.019804948,0.01104934,0.009717075,0.012119938,0.045258223,0.016622423,0.030643463,0.036033078999999996,0.015639727,0.006615698000000001,0.005277045,0.003492828,0.002092573,0.002062025,0.001916516,0.001425609
56,Georgia,GEO,0.213326315,0.097485086,0.008241005,0.029255744,0.002192473,0.001902791,0.00044860000000000006,5.2000000000000004e-05,0.000297482,7.390000000000001e-05,0.000294476,0.000132454,0.000251163,0.000308819,0.002356407,0.000768135,0.0012033410000000001,0.002346794,0.004538005,0.022114396,0.025600297999999997,0.034267238,0.024478015,0.019103394,0.010909965,0.008124882,0.008811005,0.00989798,0.005542809,0.004081645
57,Ghana,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Guinea,GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,"Gambia, The",GMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Guinea-Bissau,GNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Equatorial Guinea,GNQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Greece,GRC,0.068024863,0.05775142900000001,0.030878205,0.0035729459999999996,0.004491373,0.019649135,0.010157946,0.004674555,0.009582347,0.0017337420000000001,0.019346855,0.06251875900000001,0.018888757,0.014835837,0.127732175,0.080719755,0.07368667400000001,0.107133071,0.288100891,0.09260809699999999,0.172912948,0.229273897,0.12386562,0.054894925,0.042598945,0.028316697999999998,0.022450252,0.033044759,0.033674300000000004,0.025629812000000002
63,Grenada,GRD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Guatemala,GTM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Guyana,GUY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Honduras,HND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Croatia,HRV,0.0017409466529879243,0.0014516784401725988,0.0011939602566965188,0.0009660283744750026,0.000766162201224896,0.000800646,0.000421489,0.000156947,0.000176247,3.92e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Haiti,HTI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Hungary,HUN,0.08539141954930772,0.105742315,0.053008477000000005,0.004535878,0.005083109000000001,0.02519163,0.014725058000000001,0.006392483000000001,0.011043605,0.001849411,0.018761233000000002,0.050278958,0.013435972,0.011634427,0.075452327,0.036246597,0.0374644,0.05151772,0.134531137,0.04448074900000001,0.085462298,0.102053426,0.047298723,0.023292867000000002,0.017841925,0.011907102,0.012559258,0.013220807,0.013727623000000001,0.00986385
70,Indonesia,IDN,0.063297249,0.064225411,0.060105877,0.016073626,0.015788739,0.08880909,0.048533272,0.030252785,0.151060259,0.061031617999999996,0.14424977,0.530014689,0.186938131,0.157698758,1.4218844419999999,1.030458658,1.174155302,1.719398833,3.723622343,1.3888813130000002,2.027893053,2.933722753,1.723844089,1.335055458,1.0850716999999999,0.619364745,0.653686752,0.8446279659999999,1.0834889509999999,0.7390674840000001
71,India,IND,0.76762073,0.9733685440000001,0.839378872,0.608173317,0.5697738960000001,0.859000249,0.769053636,0.658006522,0.5237505060000001,0.362218705,0.48852945700000006,0.795694039,0.560020503,0.567593084,1.353047895,1.094936997,1.097788817,1.183737893,2.845080212,1.3894154380000001,1.637103828,2.020306204,1.490725928,1.211580981,0.9773947279999999,0.760087154,0.8041358809999999,0.939988105,1.15119017,0.816504693
72,Ireland,IRL,0.000247382,8.79e-06,4.33e-06,8.079999999999999e-07,1.02e-06,3.44e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Iceland,ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Israel,ISR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,Italy,ITA,0.000213252,0.000171751,8.57e-05,8.3e-06,4.32e-06,1.31e-05,5.38e-06,3.78e-06,6.33e-06,7.06e-07,9.37e-07,7.13e-05,3.11e-05,4.28e-05,0.00011463100000000001,7.509999999999998e-05,1.65e-05,0.000174154,0.00038765699999999996,7.92e-05,0.00021441,0.00022762900000000003,0.000104065,5.2900000000000005e-05,5.91e-05,5.6000000000000006e-05,0.0,0.0,0.0,0.0
76,Jamaica,JAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Jordan,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Japan,JPN,0.0014420910000000002,0.0010161810000000001,0.00045139,2.59e-05,2.2800000000000002e-05,0.00025487400000000004,5.9699999999999994e-05,1.87e-05,6.2e-05,2.4299999999999998e-05,5.03e-05,0.00038852900000000003,3.26e-05,3.1e-05,0.000570345,0.00037512300000000005,0.000458448,0.000733099,0.0017122320000000002,0.000479914,0.0008302889999999999,0.0011422889999999999,0.00069061,0.000682118,0.000617052,0.00036043699999999996,0.000368076,0.000512442,0.000429132,0.000306361
79,Kazakhstan,KAZ,2.9336437280000003,2.880495254,2.0137304,1.134925293,0.761387103,1.091357996,0.871655306,0.630925306,0.540030122,0.27656261,0.7554533640000001,1.657145771,0.8187179790000001,0.727715269,2.861054629,1.889641594,1.568968818,1.502591691,4.781235789,1.7857733130000002,2.472266454,2.519903888,1.184633468,0.548920134,0.519309582,0.53351736,0.819866845,1.0204351390000002,1.053053541,0.7925823940000001
80,Kenya,KEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Kyrgyz Republic,KGZ,0.456066532,0.419028502,0.163587914,0.020169627,0.016421478,0.039779231,0.019166764,0.011430703,0.016025008,0.003121993,0.034300969,0.11538189800000001,0.03731025,0.029797837999999997,0.26850817899999996,0.11525843,0.100697065,0.151623049,0.429060702,0.175665455,0.30781279100000003,0.42818882700000005,0.24659678100000001,0.145149017,0.152901877,0.12721823599999998,0.127140333,0.151288499,0.20120350899999997,0.14412386900000002
82,Cambodia,KHM,6.946568027293274e-05,7.171428065199387e-05,7.010972935670672e-05,6.479749011683337e-05,5.3750873430203975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003945156,0.0,0.0
83,St. Kitts and Nevis,KNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,"Korea, Rep.",KOR,0.027027475,0.016332941,0.0054822790000000005,0.000277888,0.000197018,0.001709148,0.000295529,0.00012932200000000002,0.000606014,0.000199238,0.001009208,0.0069949619999999995,0.000474243,0.0004104,0.007455858,0.003713695,0.003538298,0.005645364,0.015703601,0.004927529,0.00667829,0.008681485,0.004828356,0.002842222,0.002042033,0.00114934,0.001235926,0.001365464,0.0012225839999999999,0.000937639
